head	head_label	head_source	relation	tail	tail_label	tail_source	confidence	sentence	seen_count	doc_id	doc_label
ചക്ക	CROP	dict	requires	പച്ചമാങ്ങാപ്പൊടി	FERTILIZER	regex	0.7	സാമ്പാറിനാവശ്യമായ പച്ചക്കറികൾ കൃത്യമായ അളവിൽ മുറിച്ച് ഡീഹൈഡ്രേറ്റ് ചെയ്തു പാക്ക് ചെയ്യുന്ന 'സാമ്പാർ കിറ്റ്', അരിഞ്ഞ സവാള, ബീറ്റ്റൂട്ട് പൗഡർ, കാരറ്റ് പൗഡർ, സവാള പൗഡർ, ഏത്തക്ക പൗഡർ, ചക്കക്കുരുപ്പൊടി, പച	2	99	CROPS
അരി	CROP	dict	requires	പച്ചമാങ്ങാപ്പൊടി	FERTILIZER	regex	0.7	സാമ്പാറിനാവശ്യമായ പച്ചക്കറികൾ കൃത്യമായ അളവിൽ മുറിച്ച് ഡീഹൈഡ്രേറ്റ് ചെയ്തു പാക്ക് ചെയ്യുന്ന 'സാമ്പാർ കിറ്റ്', അരിഞ്ഞ സവാള, ബീറ്റ്റൂട്ട് പൗഡർ, കാരറ്റ് പൗഡർ, സവാള പൗഡർ, ഏത്തക്ക പൗഡർ, ചക്കക്കുരുപ്പൊടി, പച	1	99	CROPS
ബീറ്റ്റൂട്ട്	CROP	dict	requires	പച്ചമാങ്ങാപ്പൊടി	FERTILIZER	regex	0.7	സാമ്പാറിനാവശ്യമായ പച്ചക്കറികൾ കൃത്യമായ അളവിൽ മുറിച്ച് ഡീഹൈഡ്രേറ്റ് ചെയ്തു പാക്ക് ചെയ്യുന്ന 'സാമ്പാർ കിറ്റ്', അരിഞ്ഞ സവാള, ബീറ്റ്റൂട്ട് പൗഡർ, കാരറ്റ് പൗഡർ, സവാള പൗഡർ, ഏത്തക്ക പൗഡർ, ചക്കക്കുരുപ്പൊടി, പച	1	99	CROPS
കാരറ്റ്	CROP	dict	requires	പച്ചമാങ്ങാപ്പൊടി	FERTILIZER	regex	0.7	സാമ്പാറിനാവശ്യമായ പച്ചക്കറികൾ കൃത്യമായ അളവിൽ മുറിച്ച് ഡീഹൈഡ്രേറ്റ് ചെയ്തു പാക്ക് ചെയ്യുന്ന 'സാമ്പാർ കിറ്റ്', അരിഞ്ഞ സവാള, ബീറ്റ്റൂട്ട് പൗഡർ, കാരറ്റ് പൗഡർ, സവാള പൗഡർ, ഏത്തക്ക പൗഡർ, ചക്കക്കുരുപ്പൊടി, പച	1	99	CROPS
ചക്ക	CROP	dict	requires	പുട്ടുപൊടി	FERTILIZER	regex	0.7	കൂടാതെ, ചക്ക, മാങ്ങ, ആപ്പിൾ, കിവി എന്നിവ ഉപയോഗിച്ചുള്ള കാൻഡി, ഡീഹൈഡ്രേറ്റഡ് പച്ചക്കറികളുടെ പൊടി ചേർത്തുള്ള പുട്ടുപൊടി, പപ്പായ ഉപയോഗിച്ചുള്ള ടൂട്ടി ഫ്രൂട്ടി തുടങ്ങിയ ഒട്ടേറെ ഉൽപ്പന്നങ്ങളുമുണ്ട്	2	99	CROPS
ആപ്പിൾ	CROP	dict	requires	പുട്ടുപൊടി	FERTILIZER	regex	0.7	കൂടാതെ, ചക്ക, മാങ്ങ, ആപ്പിൾ, കിവി എന്നിവ ഉപയോഗിച്ചുള്ള കാൻഡി, ഡീഹൈഡ്രേറ്റഡ് പച്ചക്കറികളുടെ പൊടി ചേർത്തുള്ള പുട്ടുപൊടി, പപ്പായ ഉപയോഗിച്ചുള്ള ടൂട്ടി ഫ്രൂട്ടി തുടങ്ങിയ ഒട്ടേറെ ഉൽപ്പന്നങ്ങളുമുണ്ട്	1	99	CROPS
തിന	CROP	dict	requires	ചാണകപ്പൊടി	FERTILIZER	dict	0.7	അതിനുശേഷം ചാണകപ്പൊടി, എല്ലുപൊടി, വേപ്പിൻപിണ്ണാക്ക് എന്നിവ അടിവളമായി ചേർത്ത് തൈ നടാം	9	108	CROPS
തിന	CROP	dict	requires	എല്ലുപൊടി	FERTILIZER	dict	0.7	അതിനുശേഷം ചാണകപ്പൊടി, എല്ലുപൊടി, വേപ്പിൻപിണ്ണാക്ക് എന്നിവ അടിവളമായി ചേർത്ത് തൈ നടാം	1	108	CROPS
തിന	CROP	dict	requires	വേപ്പിൻപിണ്ണാക്ക്	FERTILIZER	regex	0.7	അതിനുശേഷം ചാണകപ്പൊടി, എല്ലുപൊടി, വേപ്പിൻപിണ്ണാക്ക് എന്നിവ അടിവളമായി ചേർത്ത് തൈ നടാം	2	108	CROPS
തിന	CROP	dict	requires	കാൽസ്യം	FERTILIZER	dict	0.7	പാലുൽപ്പാദനം വർദ്ധിപ്പിക്കുന്നതിനും ശരീരഭാരം കൂട്ടുന്നതിനും കാൽസ്യം, മഗ്നീഷ്യം എന്നിവയുടെ കുറവ് നികത്തുന്നതിനും മുരിങ്ങയില ഫലപ്രദമാണ്	3	110	CROPS
തിന	CROP	dict	requires	കുരുമുളകുപൊടി	FERTILIZER	regex	0.7	\n\n**തുളസി – പടവലങ്ങ ജൂസ്**\nചേരുവകൾ: 1 പടവലങ്ങ, 12 തുളസിയില, 5 പുതിനയില, അര ടീസ്പൂൺ കുരുമുളകുപൊടി	1	114	CROPS
കപ്പ	CROP	dict	requires	എല്ലുപൊടി	FERTILIZER	dict	0.7	ചാണകം, ആട്ടിൻകാഷ്ഠം, വേപ്പിൻ പിണ്ണാക്ക്, കപ്പലണ്ടി പിണ്ണാക്ക്, എല്ലുപൊടി, ചാരം, മണ്ണിര കമ്പോസ്റ്റ് തുടങ്ങിയവ വളമായി ഉപയോഗിക്കാം	1	162	CROPS
ജാതി	CROP	dict	requires	ആന്റിബാക്ടീരിയ	FERTILIZER	regex	0.7	\n\nജാതിക്കയുടെ ആന്റിബാക്ടീരിയൽ, ആന്റിഫംഗൽ ഗുണങ്ങൾ മുഖക്കുരു അകറ്റാനും വായ്‌നാറ്റത്തിന് കാരണമാകുന്ന ബാക്ടീരിയകളെ നശിപ്പിക്കാനും സഹായിക്കുന്നു	1	198	DISEASES
കുരുമുളക്	CROP	dict	requires	വേപ്പിൻപിണ്ണാക്ക്	FERTILIZER	regex	0.7	\n\nസാവധാന വാട്ടരോഗത്തെ നിയന്ത്രിക്കുന്നതിനായി കുരുമുളക് ചെടിയുടെ ചുവട്ടിൽ വേപ്പിൻപിണ്ണാക്ക് ഇട്ടുകൊടുക്കുക	1	200	DISEASES
തിന	CROP	dict	requires	വയമ്പുപൊടി	FERTILIZER	regex	0.7	ഇതിന് പകരം വയമ്പുപൊടി വെളിച്ചെണ്ണയിൽ കലർത്തിയതിന് ശേഷം വിത്തിന്റെ പുറത്ത് ഒരു നേരിയ പാടയായി പുരട്ടിക്കൊടുത്താലും മതി	1	203	CROPS
ചേന	CROP	dict	requires	പൊട്ടാസ്യം	FERTILIZER	dict	0.7	പോഷകങ്ങളുടെ കലവറയായ ചേനയിൽ നാരുകൾ, പൊട്ടാസ്യം, കാത്സ്യം, മഗ്നീഷ്യം, സെലിനിയം, സിങ്ക്, കോപ്പർ, ഇരുമ്പ്, ഫോസ്ഫറസ്, വിറ്റാമിൻ എ, ബി, പ്രോട്ടീൻ, ബീറ്റാസിറ്റോസ്റ്റിറോൾ, ബിറ്റുലിനിക് ആസിഡ്, സ്റ്റിഗ്മാസ്റ്റി	2	204	CROPS
ചേന	CROP	dict	requires	ഇരുമ്പ്	FERTILIZER	dict	0.7	പോഷകങ്ങളുടെ കലവറയായ ചേനയിൽ നാരുകൾ, പൊട്ടാസ്യം, കാത്സ്യം, മഗ്നീഷ്യം, സെലിനിയം, സിങ്ക്, കോപ്പർ, ഇരുമ്പ്, ഫോസ്ഫറസ്, വിറ്റാമിൻ എ, ബി, പ്രോട്ടീൻ, ബീറ്റാസിറ്റോസ്റ്റിറോൾ, ബിറ്റുലിനിക് ആസിഡ്, സ്റ്റിഗ്മാസ്റ്റി	2	204	CROPS
ചേന	CROP	dict	requires	ഫോസ്ഫറസ്	FERTILIZER	dict	0.7	പോഷകങ്ങളുടെ കലവറയായ ചേനയിൽ നാരുകൾ, പൊട്ടാസ്യം, കാത്സ്യം, മഗ്നീഷ്യം, സെലിനിയം, സിങ്ക്, കോപ്പർ, ഇരുമ്പ്, ഫോസ്ഫറസ്, വിറ്റാമിൻ എ, ബി, പ്രോട്ടീൻ, ബീറ്റാസിറ്റോസ്റ്റിറോൾ, ബിറ്റുലിനിക് ആസിഡ്, സ്റ്റിഗ്മാസ്റ്റി	2	204	CROPS
ചേന	CROP	dict	requires	യൂറിയ	FERTILIZER	dict	0.7	\n\nചേന നട്ട് ഒന്നര മാസമാകുമ്പോൾ കള നിയന്ത്രണത്തിനും ഇടയിളക്കലിനും ശേഷം ഹെക്ടറൊന്നിന് 50:50:75 കിലോ എന്ന തോതിൽ യൂറിയ, ഫോസ്ഫറസ്, പൊട്ടാഷ് എന്നിവ നൽകണം	1	204	CROPS
ചേന	CROP	dict	requires	പൊട്ടാഷ്	FERTILIZER	dict	0.7	\n\nചേന നട്ട് ഒന്നര മാസമാകുമ്പോൾ കള നിയന്ത്രണത്തിനും ഇടയിളക്കലിനും ശേഷം ഹെക്ടറൊന്നിന് 50:50:75 കിലോ എന്ന തോതിൽ യൂറിയ, ഫോസ്ഫറസ്, പൊട്ടാഷ് എന്നിവ നൽകണം	1	204	CROPS
തിന	CROP	dict	requires	ഇരുമ്പ്	FERTILIZER	dict	0.7	പുതിനയിൽ കലോറി കുറവാണെങ്കിലും വിറ്റാമിൻ എ, ഇരുമ്പ്, ഫോളേറ്റ്, മാംഗനീസ് എന്നിവയും ധാരാളം ആന്റിഓക്‌സിഡന്റുകളും അടങ്ങിയിട്ടുണ്ട്	1	207	AGRI_PRACTICES
കടല	CROP	dict	requires	ജൈവ വളമാണ്	FERTILIZER	regex	0.7	കടലപ്പിണ്ണാക്കിൽ ഈ പ്രധാന മൂലകങ്ങളും മറ്റ് പല ഉപമൂലകങ്ങളും അടങ്ങിയിട്ടുള്ളതിനാൽ ഇത് മികച്ച ഒരു ജൈവ വളമാണ്	1	217	AGRI_PRACTICES
തിന	CROP	dict	requires	ജൈവ വളമാണ്	FERTILIZER	regex	0.7	കടലപ്പിണ്ണാക്കിൽ ഈ പ്രധാന മൂലകങ്ങളും മറ്റ് പല ഉപമൂലകങ്ങളും അടങ്ങിയിട്ടുള്ളതിനാൽ ഇത് മികച്ച ഒരു ജൈവ വളമാണ്	1	217	AGRI_PRACTICES
ചീര	CROP	dict	requires	ഇരുമ്പ്	FERTILIZER	dict	0.7	\n\nചീരയിൽ ജീവകം എ, സി, കെ, ഇരുമ്പ് എന്നിവ ധാരാളമായി അടങ്ങിയിട്ടുണ്ട്	1	222	AGRI_PRACTICES
കപ്പ	CROP	dict	requires	ജൈവ നിഷ്ക്രിയമായങ്ങളിൽ	FERTILIZER	regex	0.7	കീടനാശിനികൾ, പൂപ്പൽ വിഷങ്ങൾ (മൈക്കോടോക്സിൻ), ഘനലോഹങ്ങൾ (ഹെവി മെറ്റൽസ്) എന്നിവ കൂടാതെ ഇഷ്ടികപ്പൊടി, മിനറൽ ഓയിൽ, രാസച്ചായങ്ങൾ, കൽക്കരി, സോപ്പ് കല്ല്, ചോക്ക് പൊടി, പൊടിയുപ്പ് തുടങ്ങിയവയാണ് അജൈവ നിഷ്ക്രിയ	1	228	CROPS
ചായ	CROP	dict	requires	ജൈവ നിഷ്ക്രിയമായങ്ങളിൽ	FERTILIZER	regex	0.7	കീടനാശിനികൾ, പൂപ്പൽ വിഷങ്ങൾ (മൈക്കോടോക്സിൻ), ഘനലോഹങ്ങൾ (ഹെവി മെറ്റൽസ്) എന്നിവ കൂടാതെ ഇഷ്ടികപ്പൊടി, മിനറൽ ഓയിൽ, രാസച്ചായങ്ങൾ, കൽക്കരി, സോപ്പ് കല്ല്, ചോക്ക് പൊടി, പൊടിയുപ്പ് തുടങ്ങിയവയാണ് അജൈവ നിഷ്ക്രിയ	1	228	CROPS
റംബൂട്ടാൻ	CROP	dict	requires	പൊടിപൊടി	FERTILIZER	regex	0.7	"""പാതയോരങ്ങളിൽ റംബൂട്ടാൻ കച്ചവടം പൊടിപൊടിക്കുമ്പോഴാണ് നിപഭീതി കർഷകരെ പ്രതിസന്ധിയിലാക്കിയത്"	1	317	CROPS
കടല	CROP	dict	requires	എല്ലുപൊടി	FERTILIZER	dict	0.7	\n\nഒരുപിടി വേപ്പിൻപിണ്ണാക്ക്, കടലപ്പിണ്ണാക്ക്, എല്ലുപൊടി എന്നിവ അൽപാൽപം ചുവട്ടിൽ നിന്ന് വിട്ട് മണ്ണ്, ചകിരിച്ചോറ് എന്നിവ കൂട്ടിക്കൊടുക്കണം	1	320	AGRI_PRACTICES
കടല	CROP	dict	requires	ചകിരിച്ചോറ്	FERTILIZER	dict	0.7	\n\nഒരുപിടി വേപ്പിൻപിണ്ണാക്ക്, കടലപ്പിണ്ണാക്ക്, എല്ലുപൊടി എന്നിവ അൽപാൽപം ചുവട്ടിൽ നിന്ന് വിട്ട് മണ്ണ്, ചകിരിച്ചോറ് എന്നിവ കൂട്ടിക്കൊടുക്കണം	1	320	AGRI_PRACTICES
തിന	CROP	dict	requires	ജൈവ പരിപാലനമുറകളും	FERTILIZER	regex	0.7	രോഗപ്രതിരോധശേഷിയുള്ള വിത്തിനങ്ങളും ജൈവ പരിപാലനമുറകളും ഇതിന് അനുയോജ്യമാണ്	2	322	CROPS
കടല	CROP	dict	requires	വേപ്പിൻ പിണ്ണാക്ക്	FERTILIZER	dict	0.7	രണ്ടാഴ്ച കഴിഞ്ഞ് മണ്ണിര കമ്പോസ്റ്റ്, കടലപ്പിണ്ണാക്ക്, വേപ്പിൻ പിണ്ണാക്ക് എന്നിവ 2:1:1 അനുപാതത്തിൽ ചെടികൾക്ക് ചുറ്റുമിട്ട് മണ്ണ് മുകളിൽ വിതറണം	2	330	ENVIRONMENTAL_FACTORS
തിന	CROP	dict	requires	അഴുകിപ്പൊടി	FERTILIZER	regex	0.7	അതിനുശേഷം 2 കിലോ റോക്ക് ഫോസ്ഫേറ്റ്, 25 കിലോ അഴുകിപ്പൊടിഞ്ഞ ചാണകപ്പൊടി, കിളച്ചെടുത്ത മണ്ണ് എന്നിവ നന്നായി കലർത്തി കുഴി മൂടണം	1	343	AGRI_PRACTICES
തിന	CROP	dict	requires	ഉണങ്ങിയ ഇലകൾ	FERTILIZER	dict	0.7	കായ്ക്കുന്നതിനു മുമ്പുള്ള പ്രായത്തിൽ പയറുവർഗ്ഗങ്ങൾ ഇടവിളയായി വളർത്താം, ഈർപ്പം സംരക്ഷിക്കുന്നതിനായി മരങ്ങൾക്കടിയിൽ ഉണങ്ങിയ ഇലകൾ വിതറാം	3	353	AGRI_PRACTICES
തിന	CROP	dict	requires	ചകിരിച്ചോറ്	FERTILIZER	dict	0.7	\n\nവിത്തുകൾ മുളപ്പിക്കുന്നതിനായി മണൽ, മണ്ണ്, ചാണകപ്പൊടി, ചകിരിച്ചോറ് എന്നിവ പാകത്തിന് ചേർത്ത് പ്രത്യേക ചട്ടികളിൽ പാകുന്നു	1	403	CROPS
ചാഴി	PEST	dict	spreads_via	ഇലകരിച്ചിൽ	DISEASE	dict	0.85	\n\n**നെൽകൃഷിയിലെ വെല്ലുവിളികൾ: കരിഞ്ചാഴി ആക്രമണം, ഇലകരിച്ചിൽ**\nനെൽകർഷകർക്ക് ബുദ്ധിമുട്ടുണ്ടാക്കി കരിഞ്ചാഴി ആക്രമണം വ്യാപകമാവുന്നു, പ്രത്യേകിച്ച് കുട്ടനാട്, അപ്പർ കുട്ടനാട് പ്രദേശങ്ങളിൽ	1	28	AGRI_PRACTICES
ഇലകരിച്ചിൽ	DISEASE	dict	spreads_via	ചാഴി	PEST	dict	0.85	\n\n**നെൽകൃഷിയിലെ വെല്ലുവിളികൾ: കരിഞ്ചാഴി ആക്രമണം, ഇലകരിച്ചിൽ**\nനെൽകർഷകർക്ക് ബുദ്ധിമുട്ടുണ്ടാക്കി കരിഞ്ചാഴി ആക്രമണം വ്യാപകമാവുന്നു, പ്രത്യേകിച്ച് കുട്ടനാട്, അപ്പർ കുട്ടനാട് പ്രദേശങ്ങളിൽ	1	28	AGRI_PRACTICES
ഇലപ്പേനുകൾ	DISEASE	dict	spreads_via	മണ്ഡരി	PEST	dict	0.7	ഇലപ്പേനുകൾ, മണ്ഡരി, ശൽക്ക കീടങ്ങൾ എന്നിവയെ നിയന്ത്രിക്കാൻ, ആദ്യദിവസം ഇലയുടെ അടിയിൽ വീഴത്തക്കവിധം വേപ്പ് അധിഷ്ഠിത സംയുക്തങ്ങൾ തളിക്കുക	2	119	CROPS
മഞ്ഞളിപ്പ്	DISEASE	dict	spreads_via	വെള്ളീച്ച	PEST	dict	0.7	മഞ്ഞളിപ്പ് രോഗം പരത്തുന്ന വെള്ളീച്ചകളുടെ സാന്നിധ്യം ഈ സമയത്ത് കുറവായതുകൊണ്ട് വെണ്ടയ്ക്ക് മികച്ച വിളവ് ലഭിക്കും	1	186	ENVIRONMENTAL_FACTORS
മഞ്ഞളിപ്പുരോഗം	DISEASE	regex	spreads_via	വെള്ളീച്ച	PEST	dict	0.7	മഞ്ഞളിപ്പുരോഗം പരത്തുന്ന വെള്ളീച്ചകൾ കുറവുള്ള മഴക്കാലമാണ് വെണ്ട കൃഷിക്ക് ഏറ്റവും അനുയോജ്യം	1	210	CROPS
അല്ലെങ്കിൽ	DISEASE	ner	spreads_via	അട്രാസൈൻ (	PEST	ner	0.7	അല്ലെങ്കിൽ അട്രാസൈൻ (5-6 കിലോഗ്രാം/ഹെക്ടർ) മുളയ്ക്കുന്നതിന് ശേഷം പ്രയോഗിക്കുക	1	274	AGRI_PRACTICES
അനബിന	DISEASE	ner	spreads_via	അസോള'	PEST	ner	0.7	പായൽ പോലെ ജലോപരിതലത്തിൽ വളരുന്ന ഈ ചെറുജലസസ്യത്തിന്റെ ഇലകളിലെ അറകളിൽ 'അനബിന അസോള' എന്ന പായൽ ജീവിക്കുന്നു	1	341	AGRI_PRACTICES
അമിനോ ആസിഡ്	DISEASE	ner	treated_with	ഫിഷ് അമിനോ ആസിഡ്	TREATMENT	dict	0.85	വിളകളുടെ ആരോഗ്യം ഉറപ്പു വരുത്താൻ ആഴ്‌ചയിലൊരിക്കൽ എഗ് അമിനോ ആസിഡ്, ഫിഷ് അമിനോ ആസിഡ്, ജൈവ സ്ലറി, ഹരിതകഷായം എന്നിവ മാറി മാറി തളിക്കാം	2	19	AGRI_PRACTICES
ബോർഡോ മിശ്രിതം	TREATMENT	dict	treated_with	കൊക്കോ	CROP	dict	0.85	അടയ്ക്കാ കൃഷിക്ക് ഉപയോഗിക്കുന്ന ബോർഡോ മിശ്രിതം തളിച്ച് കൊക്കോയിലെ രോഗങ്ങളെ പ്രതിരോധിക്കാൻ സാധിക്കുമെങ്കിലും, നിരന്തരമായ മഴ കാരണം പല കർഷകർക്കും ഇത് തളിക്കാൻ കഴിഞ്ഞില്ല	1	25	CROPS
മഹാളി	DISEASE	dict	treated_with	ബോർഡോ	TREATMENT	dict	0.85	\n*   **മഹാളിരോഗം:** 1% വീര്യമുള്ള ബോർഡോമിശ്രിതം തളിക്കുക	1	28	AGRI_PRACTICES
തിന	CROP	dict	treated_with	ബോർഡോ മിശ്രിതം	TREATMENT	dict	0.85	ദ്രുതവാട്ടത്തിനെതിരെ 1% ബോർഡോ മിശ്രിതം ഇലകളിലും തണ്ടുകളിലും തളിക്കുക	5	28	AGRI_PRACTICES
മൂടുചീയൽ	DISEASE	regex	treated_with	ബോർഡോ മിശ്രിതം	TREATMENT	dict	0.85	മൂടുചീയൽ, കടചീയൽ എന്നിവ നിയന്ത്രിക്കാൻ 1% ബോർഡോ മിശ്രിതം തളിക്കുകയോ തടങ്ങളിൽ ഒഴിക്കുകയോ ചെയ്യുക	1	28	AGRI_PRACTICES
തിന	CROP	dict	treated_with	കീടനാശിനി	TREATMENT	dict	0.85	കീടനിയന്ത്രണത്തിന് വേപ്പധിഷ്ഠിത കീടനാശിനികൾ ഫലപ്രദമാണ്	12	28	AGRI_PRACTICES
മഞ്ഞളിപ്പ്	DISEASE	dict	treated_with	കീടനാശിനി	TREATMENT	dict	0.85	കീടങ്ങളുടെ എണ്ണം കൂടുകയും നെല്ലിൽ ഓല മഞ്ഞളിപ്പ്, വളർച്ച മുരടിപ്പ്, നടുനാമ്പ് വാട്ടം തുടങ്ങിയ ലക്ഷണങ്ങൾ പ്രകടമാവുകയും ചെയ്താൽ സാങ്കേതിക ഉപദേശം തേടി കീടനാശിനി പ്രയോഗം നടത്താവുന്നതാണ്	1	29	DISEASES
കീടനാശിനി	TREATMENT	dict	treated_with	തിന	CROP	dict	0.85	കീടനാശിനി പ്രയോഗിക്കാത്ത ഫലമായതിനാൽ ഇതിന് ആവശ്യക്കാർ ഏറെയാണ്	7	122	CROPS
കീടനാശിനി	TREATMENT	dict	treated_with	ഗോതമ്പ്	CROP	dict	0.85	\n\nകീടനാശിനി തയ്യാറാക്കുന്ന രീതി: ഗോതമ്പ് അരിച്ചെടുത്ത വെള്ളം കീടനാശിനിയായി ഉപയോഗിക്കാം	1	123	DISEASES
കീടനാശിനി	TREATMENT	dict	treated_with	അരി	CROP	dict	0.85	\n\nകീടനാശിനി തയ്യാറാക്കുന്ന രീതി: ഗോതമ്പ് അരിച്ചെടുത്ത വെള്ളം കീടനാശിനിയായി ഉപയോഗിക്കാം	1	123	DISEASES
ഗോതമ്പ്	CROP	dict	treated_with	കീടനാശിനി	TREATMENT	dict	0.85	\n\nകീടനാശിനി തയ്യാറാക്കുന്ന രീതി: ഗോതമ്പ് അരിച്ചെടുത്ത വെള്ളം കീടനാശിനിയായി ഉപയോഗിക്കാം	1	123	DISEASES
അരി	CROP	dict	treated_with	കീടനാശിനി	TREATMENT	dict	0.85	\n\nകീടനാശിനി തയ്യാറാക്കുന്ന രീതി: ഗോതമ്പ് അരിച്ചെടുത്ത വെള്ളം കീടനാശിനിയായി ഉപയോഗിക്കാം	1	123	DISEASES
തിന	CROP	dict	treated_with	ജൈവലായനി	TREATMENT	regex	0.85	വന്യമൃഗങ്ങളെ തുരത്തുന്നതിന് പുറമെ, രോഗ-കീട പ്രതിരോധത്തിനും വിളസംരക്ഷണത്തിനുമായി ഡ്രോൺ ഉപയോഗിച്ച് ജൈവലായനികൾ തളിക്കും	3	166	AGRI_PRACTICES
വെള്ളീച്ച	PEST	dict	treated_with	കീടനാശിനി	TREATMENT	dict	0.85	വൈറസ് വാഹകരായ വെള്ളീച്ചകളെ നിയന്ത്രിക്കാൻ വേപ്പധിഷ്ഠിത കീടനാശിനികൾ തളിക്കാം	1	185	CROPS
കാന്താരി	CROP	dict	treated_with	കീടനാശിനി	TREATMENT	dict	0.85	കാന്താരി മുളക് തന്നെ മികച്ചൊരു ജൈവകീടനാശിനിയാണ്	1	189	CROPS
മുളക്	CROP	dict	treated_with	കീടനാശിനി	TREATMENT	dict	0.85	കാന്താരി മുളക് തന്നെ മികച്ചൊരു ജൈവകീടനാശിനിയാണ്	1	189	CROPS
കീടനാശിനി	TREATMENT	dict	treated_with	ചക്ക	CROP	dict	0.85	ദിവസവും അല്പസമയം മാറ്റിവെച്ചാൽ രാസവളങ്ങളോ കീടനാശിനികളോ ഇല്ലാതെ വീട്ടിലേക്കുള്ള അത്യാവശ്യ പച്ചക്കറികൾ ഉൽപ്പാദിപ്പിക്കാൻ സാധിക്കും	3	196	AGRI_PRACTICES
തിന	CROP	dict	treated_with	ബ്യുവേറിയ	TREATMENT	dict	0.85	ചെടികൾ തിന്നുനശിപ്പിക്കുന്ന കീടങ്ങൾക്കെതിരെ 20 ഗ്രാം ബ്യുവേറിയ ബാസിയാന ഒരു ലിറ്റർ വെള്ളത്തിൽ കലക്കി തളിക്കാം	2	196	AGRI_PRACTICES
കീടനാശിനി	TREATMENT	dict	treated_with	മഞ്ഞളിപ്പ്	DISEASE	dict	0.85	സിംബിഡിൻ, ഏലയ്ക്കാനീം പോലുള്ള വേപ്പധിഷ്ഠിത കീടനാശിനികളോ മറ്റ് ജൈവകീടനാശിനികളോ മഞ്ഞളിപ്പ് രോഗത്തിനെതിരെ ഉപയോഗിക്കാം	2	206	CROPS
ഇലപ്പുള്ളി	DISEASE	dict	treated_with	സ്യൂഡോമോണാസ്	TREATMENT	dict	0.85	\n\nജൈവരീതിയിൽ ഇലപ്പുള്ളി രോഗത്തെ നിയന്ത്രിക്കാൻ മറ്റൊരു ഫലപ്രദമായ മാർഗ്ഗം 2% ചാണകത്തെളിയിൽ 2% സ്യൂഡോമോണാസ് കലക്കി തളിക്കുക എന്നതാണ്	1	211	DISEASES
കീടനാശിനി	TREATMENT	dict	treated_with	കപ്പ	CROP	dict	0.85	കീടനാശിനികൾ, പൂപ്പൽ വിഷങ്ങൾ (മൈക്കോടോക്സിൻ), ഘനലോഹങ്ങൾ (ഹെവി മെറ്റൽസ്) എന്നിവ കൂടാതെ ഇഷ്ടികപ്പൊടി, മിനറൽ ഓയിൽ, രാസച്ചായങ്ങൾ, കൽക്കരി, സോപ്പ് കല്ല്, ചോക്ക് പൊടി, പൊടിയുപ്പ് തുടങ്ങിയവയാണ് അജൈവ നിഷ്ക്രിയ	1	228	CROPS
കീടനാശിനി	TREATMENT	dict	treated_with	ചായ	CROP	dict	0.85	കീടനാശിനികൾ, പൂപ്പൽ വിഷങ്ങൾ (മൈക്കോടോക്സിൻ), ഘനലോഹങ്ങൾ (ഹെവി മെറ്റൽസ്) എന്നിവ കൂടാതെ ഇഷ്ടികപ്പൊടി, മിനറൽ ഓയിൽ, രാസച്ചായങ്ങൾ, കൽക്കരി, സോപ്പ് കല്ല്, ചോക്ക് പൊടി, പൊടിയുപ്പ് തുടങ്ങിയവയാണ് അജൈവ നിഷ്ക്രിയ	1	228	CROPS
ചക്ക	CROP	dict	treated_with	കീടനാശിനി	TREATMENT	dict	0.85	"""പച്ചക്കറിത്തോട്ടത്തിലെ കീടങ്ങളെ നിയന്ത്രിക്കാൻ ഫലപ്രദമായ ഒരു ജൈവകീടനാശിനിയാണ് ഇലസത്ത് ലായനി"	2	247	AGRI_PRACTICES
കുമിൾനാശിനി	TREATMENT	dict	treated_with	മഞ്ഞൾ	CROP	dict	0.85	\n\nപ്രകൃതിദത്തമായ ഒരു കുമിൾനാശിനി കൂടിയാണ് മഞ്ഞൾ	1	310	CROPS
ആവണക്കെണ്ണ	CROP	dict	treated_with	കീടനാശിനി	TREATMENT	dict	0.85	രോഗവാഹകരായ കീടങ്ങളെ നശിപ്പിക്കാൻ വേപ്പെണ്ണ, ആവണക്കെണ്ണ-വെളുത്തുള്ളി മിശ്രിതം അല്ലെങ്കിൽ രണ്ട് ശതമാനം വീര്യമുള്ള വേപ്പധിഷ്ഠിത കീടനാശിനി എന്നിവ ഉപയോഗിക്കുക	1	342	AGRI_PRACTICES
ജൈവ കീടനാശിനി	TREATMENT	dict	treated_with	കപ്പ	CROP	dict	0.85	ജൈവ കീടനാശിനികളും ആവശ്യമെങ്കിൽ രാസവള കുമിൾനാശിനികളും നിർദ്ദേശിക്കപ്പെട്ട അളവിൽ ഉപയോഗിക്കാം	1	348	ENVIRONMENTAL_FACTORS
കുമിൾനാശിനി	TREATMENT	dict	treated_with	കപ്പ	CROP	dict	0.85	ജൈവ കീടനാശിനികളും ആവശ്യമെങ്കിൽ രാസവള കുമിൾനാശിനികളും നിർദ്ദേശിക്കപ്പെട്ട അളവിൽ ഉപയോഗിക്കാം	1	348	ENVIRONMENTAL_FACTORS
